CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
13461.0,39,3,1445.0,3,2,4,9,2,Loyal Customers
13462.0,253,1,151.5,1,1,1,3,0,At Risk
13464.0,58,1,674.68,3,1,3,7,0,At Risk
13466.0,184,1,307.9,1,1,2,4,0,At Risk
13467.0,11,2,994.76,5,1,4,10,3,Potential Loyalists
13468.0,2,37,5704.97,5,4,5,14,1,Champions
13470.0,99,2,165.0,2,1,1,4,0,At Risk
13471.0,1,4,2391.17,5,3,5,13,1,Champions
13473.0,61,2,422.64,3,1,2,6,0,At Risk
13474.0,236,1,222.79,1,1,1,3,0,At Risk
13475.0,191,4,1431.78,1,3,4,8,2,Loyal Customers
13476.0,179,2,1238.47,1,1,4,6,2,Loyal Customers
13477.0,38,6,1454.58,3,3,4,10,2,Loyal Customers
13479.0,201,2,300.95,1,1,2,4,0,At Risk
13481.0,46,5,1804.56,3,3,4,10,2,Loyal Customers
13482.0,232,1,184.64,1,1,1,3,0,At Risk
13483.0,66,1,140.34,3,1,1,5,0,At Risk
13484.0,241,1,313.8,1,1,2,4,0,At Risk
13485.0,233,1,454.24,1,1,2,4,0,At Risk
13486.0,78,3,1122.41,2,2,4,8,2,Loyal Customers
13487.0,58,3,575.4,3,2,3,8,2,Loyal Customers
13488.0,17,13,8968.31,4,4,5,13,1,Champions
13489.0,105,4,449.52,2,3,2,7,2,Loyal Customers
13491.0,52,10,1215.82,3,4,4,11,2,Loyal Customers
13494.0,312,1,316.26000000000005,1,1,2,4,0,At Risk
13495.0,8,5,2044.8700000000001,5,3,5,13,1,Champions
13496.0,11,2,653.33,5,1,3,9,3,Potential Loyalists
13497.0,283,2,348.05,1,1,2,4,0,At Risk
13499.0,18,5,1159.11,4,3,4,11,2,Loyal Customers
13500.0,23,3,1166.77,4,2,4,10,2,Loyal Customers
13502.0,17,3,292.0,4,2,2,8,3,Potential Loyalists
13503.0,71,1,216.85,3,1,1,5,0,At Risk
13504.0,64,1,295.93,3,1,2,6,0,At Risk
13506.0,316,2,458.52,1,1,2,4,0,At Risk
13507.0,3,4,2479.16,5,3,5,13,1,Champions
13508.0,244,1,110.97,1,1,1,3,0,At Risk
13509.0,9,7,979.72,5,4,4,13,1,Champions
13510.0,1,4,1791.56,5,3,4,12,1,Champions
13512.0,261,1,251.21,1,1,2,4,0,At Risk
13513.0,127,1,205.1,2,1,1,4,0,At Risk
13514.0,74,1,152.20000000000002,2,1,1,4,0,At Risk
13515.0,73,4,891.12,2,3,4,9,2,Loyal Customers
13516.0,21,3,1389.41,4,2,4,10,2,Loyal Customers
13517.0,60,3,2128.42,3,2,5,10,2,Loyal Customers
13518.0,86,1,627.16,2,1,3,6,0,At Risk
13519.0,78,1,122.75,2,1,1,4,0,At Risk
13521.0,1,3,1039.27,5,2,4,11,3,Potential Loyalists
13522.0,30,1,125.80000000000001,4,1,1,6,3,Potential Loyalists
13523.0,33,5,3964.88,4,3,5,12,2,Loyal Customers
13524.0,41,5,680.1800000000001,3,3,3,9,2,Loyal Customers
13525.0,15,2,628.78,4,1,3,8,3,Potential Loyalists
13527.0,34,7,2192.11,3,4,5,12,2,Loyal Customers
13529.0,79,2,307.76,2,1,2,5,0,At Risk
13531.0,205,2,483.8,1,1,3,5,0,At Risk
13532.0,34,1,210.31,3,1,1,5,3,Potential Loyalists
13533.0,183,3,260.15,1,2,2,5,0,At Risk
13534.0,2,25,5870.08,5,4,5,14,1,Champions
13536.0,1,7,3437.07,5,4,5,14,1,Champions
13538.0,43,7,1280.85,3,4,4,11,2,Loyal Customers
13539.0,86,3,631.34,2,2,3,7,2,Loyal Customers
13544.0,40,2,276.06,3,1,2,6,3,Potential Loyalists
13546.0,12,3,605.69,5,2,3,10,3,Potential Loyalists
13548.0,96,2,618.73,2,1,3,6,0,At Risk
13549.0,26,7,918.2,4,4,4,12,2,Loyal Customers
13551.0,319,1,91.80000000000001,1,1,1,3,0,At Risk
13552.0,66,12,3698.4700000000003,3,4,5,12,1,Champions
13555.0,74,4,4098.88,2,3,5,10,2,Loyal Customers
13557.0,28,2,584.06,4,1,3,8,3,Potential Loyalists
13558.0,6,4,592.43,5,3,3,11,3,Potential Loyalists
13560.0,7,1,171.42000000000002,5,1,1,7,3,Potential Loyalists
13561.0,216,1,141.85999999999999,1,1,1,3,0,At Risk
13562.0,82,3,1799.33,2,2,4,8,2,Loyal Customers
13563.0,84,2,777.53,2,1,3,6,2,Loyal Customers
13564.0,144,3,1693.22,2,2,4,8,2,Loyal Customers
13565.0,19,2,240.22,4,1,2,7,3,Potential Loyalists
13566.0,41,2,797.25,3,1,3,7,2,Loyal Customers
13568.0,173,1,165.35,2,1,1,4,0,At Risk
13569.0,17,2,336.5,4,1,2,7,3,Potential Loyalists
13570.0,243,1,239.49,1,1,2,4,0,At Risk
13571.0,13,12,2049.59,5,4,5,14,1,Champions
13572.0,206,1,1323.05,1,1,4,6,0,At Risk
13573.0,50,2,290.25,3,1,2,6,3,Potential Loyalists
13575.0,23,5,732.0699999999999,4,3,3,10,2,Loyal Customers
13576.0,10,18,6717.34,5,4,5,14,1,Champions
13577.0,25,4,1687.6000000000001,4,3,4,11,2,Loyal Customers
13579.0,15,2,467.04,4,1,3,8,3,Potential Loyalists
13581.0,309,1,118.0,1,1,1,3,0,At Risk
13583.0,156,1,781.03,2,1,3,6,0,At Risk
13584.0,307,1,142.4,1,1,1,3,0,At Risk
13587.0,64,1,712.4,3,1,3,7,0,At Risk
13588.0,16,9,2478.95,4,4,5,13,1,Champions
13589.0,15,2,379.65,4,1,2,7,3,Potential Loyalists
13590.0,11,6,1981.92,5,3,5,13,1,Champions
13591.0,65,3,1117.13,3,2,4,9,2,Loyal Customers
13592.0,36,4,247.95999999999998,3,3,2,8,3,Potential Loyalists
13593.0,108,5,2011.88,2,3,5,10,2,Loyal Customers
13594.0,53,1,396.97,3,1,2,6,0,At Risk
13596.0,6,2,648.98,5,1,3,9,3,Potential Loyalists
13598.0,47,1,143.14000000000001,3,1,1,5,0,At Risk
13599.0,1,21,5147.02,5,4,5,14,1,Champions
13600.0,312,1,219.52,1,1,1,3,0,At Risk
13601.0,45,2,678.62,3,1,3,7,3,Potential Loyalists
13602.0,65,1,428.89,3,1,2,6,0,At Risk
13603.0,26,1,164.34,4,1,1,6,3,Potential Loyalists
13606.0,29,3,276.75,4,2,2,8,3,Potential Loyalists
13607.0,40,1,646.61,3,1,3,7,3,Potential Loyalists
13610.0,12,7,1059.17,5,4,4,13,1,Champions
13611.0,89,3,1134.15,2,2,4,8,2,Loyal Customers
13614.0,24,4,1563.48,4,3,4,11,2,Loyal Customers
13615.0,319,1,417.69,1,1,2,4,0,At Risk
13617.0,40,3,544.18,3,2,3,8,2,Loyal Customers
13618.0,174,1,177.34,2,1,1,4,0,At Risk
13621.0,117,1,213.85,2,1,1,4,0,At Risk
13623.0,31,5,727.74,4,3,3,10,2,Loyal Customers
13626.0,253,1,257.23,1,1,2,4,0,At Risk
13627.0,59,5,1638.47,3,3,4,10,2,Loyal Customers
13629.0,23,11,7792.36,4,4,5,13,1,Champions
13630.0,5,7,2031.78,5,4,5,14,1,Champions
13631.0,100,11,3070.42,2,4,5,11,2,Loyal Customers
13632.0,25,5,2118.93,4,3,5,12,2,Loyal Customers
13634.0,33,5,1530.8600000000001,4,3,4,11,2,Loyal Customers
13635.0,68,1,1071.03,3,1,4,8,0,At Risk
13636.0,37,5,949.12,3,3,4,10,2,Loyal Customers
13637.0,52,3,790.35,3,2,3,8,2,Loyal Customers
13638.0,16,1,122.64,4,1,1,6,3,Potential Loyalists
13639.0,74,1,1013.42,2,1,4,7,0,At Risk
13642.0,216,1,312.28,1,1,2,4,0,At Risk
13643.0,31,3,519.44,4,2,3,9,3,Potential Loyalists
13644.0,16,4,2624.26,4,3,5,12,2,Loyal Customers
13645.0,120,1,252.1,2,1,2,5,0,At Risk
13647.0,10,4,1648.1200000000001,5,3,4,12,2,Loyal Customers
13649.0,257,2,346.6,1,1,2,4,0,At Risk
13650.0,17,6,1836.34,4,3,4,11,2,Loyal Customers
13651.0,35,2,94.2,3,1,1,5,3,Potential Loyalists
13652.0,46,3,1095.08,3,2,4,9,2,Loyal Customers
13654.0,43,6,2707.33,3,3,5,11,2,Loyal Customers
13655.0,114,2,932.97,2,1,4,7,2,Loyal Customers
13656.0,165,2,379.65,2,1,2,5,0,At Risk
13657.0,11,2,382.14,5,1,2,8,3,Potential Loyalists
13658.0,10,5,2639.17,5,3,5,13,1,Champions
13659.0,206,2,1508.08,1,1,4,6,2,Loyal Customers
13662.0,86,3,881.26,2,2,3,7,2,Loyal Customers
13663.0,179,1,189.47,1,1,1,3,0,At Risk
13666.0,60,3,84.65,3,2,1,6,0,At Risk
13667.0,149,1,296.32,2,1,2,5,0,At Risk
13668.0,3,21,6294.63,5,4,5,14,1,Champions
13669.0,51,2,218.55,3,1,1,5,0,At Risk
13670.0,75,1,349.7,2,1,2,5,0,At Risk
13672.0,301,2,186.39000000000001,1,1,1,3,0,At Risk
13673.0,19,2,374.48,4,1,2,7,3,Potential Loyalists
13675.0,151,2,486.82000000000005,2,1,3,6,0,At Risk
13678.0,152,1,232.6,2,1,1,4,0,At Risk
13680.0,1,4,3698.7200000000003,5,3,5,13,1,Champions
13681.0,18,4,827.83,4,3,3,10,2,Loyal Customers
13682.0,187,1,59.5,1,1,1,3,0,At Risk
13684.0,286,1,65.13,1,1,1,3,0,At Risk
13685.0,3,7,3119.44,5,4,5,14,1,Champions
13686.0,183,1,72.0,1,1,1,3,0,At Risk
13689.0,63,1,910.0,3,1,4,8,0,At Risk
13690.0,59,1,172.25,3,1,1,5,0,At Risk
13692.0,25,3,1488.32,4,2,4,10,2,Loyal Customers
13694.0,4,50,65039.62,5,4,5,14,1,Champions
13695.0,31,15,2504.13,4,4,5,13,1,Champions
13697.0,39,1,151.29999999999998,3,1,1,5,0,At Risk
13699.0,155,1,308.58000000000004,2,1,2,5,0,At Risk
13700.0,26,10,2248.63,4,4,5,13,1,Champions
13703.0,318,1,99.5,1,1,1,3,0,At Risk
13704.0,5,9,2308.06,5,4,5,14,1,Champions
13705.0,8,3,711.86,5,2,3,10,3,Potential Loyalists
13706.0,303,1,330.79,1,1,2,4,0,At Risk
13707.0,267,2,806.41,1,1,3,5,0,At Risk
13708.0,271,1,285.33,1,1,2,4,0,At Risk
13709.0,4,13,6307.650000000001,5,4,5,14,1,Champions
13710.0,32,1,180.48,4,1,1,6,3,Potential Loyalists
13711.0,219,2,252.06,1,1,2,4,0,At Risk
13712.0,247,1,228.84,1,1,1,3,0,At Risk
13715.0,281,5,1072.44,1,3,4,8,2,Loyal Customers
13716.0,269,1,138.28,1,1,1,3,0,At Risk
13717.0,32,6,1445.01,4,3,4,11,2,Loyal Customers
13718.0,246,2,306.55,1,1,2,4,0,At Risk
13719.0,15,5,1041.68,4,3,4,11,2,Loyal Customers
13720.0,117,4,799.9,2,3,3,8,2,Loyal Customers
13721.0,36,1,524.14,3,1,3,7,3,Potential Loyalists
13722.0,132,3,2375.41,2,2,5,9,2,Loyal Customers
13723.0,217,1,199.85000000000002,1,1,1,3,0,At Risk
13725.0,50,8,1980.56,3,4,5,12,2,Loyal Customers
13726.0,39,2,1079.6599999999999,3,1,4,8,2,Loyal Customers
13727.0,29,2,333.48,4,1,2,7,3,Potential Loyalists
13728.0,37,6,1016.14,3,3,4,10,2,Loyal Customers
13730.0,136,2,752.6,2,1,3,6,0,At Risk
13731.0,219,2,610.59,1,1,3,5,0,At Risk
13732.0,28,1,491.86,4,1,3,8,3,Potential Loyalists
13735.0,25,4,2881.05,4,3,5,12,2,Loyal Customers
13736.0,5,2,702.39,5,1,3,9,3,Potential Loyalists
13737.0,200,1,338.11,1,1,2,4,0,At Risk
13739.0,18,1,216.9,4,1,1,6,3,Potential Loyalists
13740.0,241,1,350.75,1,1,2,4,0,At Risk
13741.0,72,3,668.4300000000001,2,2,3,7,2,Loyal Customers
13742.0,17,12,3076.02,4,4,5,13,1,Champions
13743.0,3,7,1341.6,5,4,4,13,1,Champions
13744.0,95,2,1080.52,2,1,4,7,2,Loyal Customers
13745.0,162,1,300.04,2,1,2,5,0,At Risk
13747.0,374,1,79.6,1,1,1,3,0,At Risk
13748.0,96,5,948.25,2,3,4,9,2,Loyal Customers
13750.0,54,5,1647.26,3,3,4,10,2,Loyal Customers
13751.0,288,1,296.25,1,1,2,4,0,At Risk
13752.0,124,6,1175.38,2,3,4,9,2,Loyal Customers
13753.0,288,1,741.26,1,1,3,5,0,At Risk
13754.0,152,2,282.59999999999997,2,1,2,5,0,At Risk
13755.0,4,9,2009.98,5,4,5,14,1,Champions
13756.0,2,14,5189.52,5,4,5,14,1,Champions
13758.0,12,7,3170.15,5,4,5,14,1,Champions
13759.0,33,2,659.4100000000001,4,1,3,8,3,Potential Loyalists
13760.0,54,2,262.82,3,1,2,6,0,At Risk
13761.0,50,2,1070.65,3,1,4,8,2,Loyal Customers
13762.0,219,1,306.72,1,1,2,4,0,At Risk
13763.0,63,1,1714.96,3,1,4,8,2,Loyal Customers
13764.0,71,3,1492.11,3,2,4,9,2,Loyal Customers
13767.0,2,37,17220.36,5,4,5,14,1,Champions
13769.0,2,10,2796.51,5,4,5,14,1,Champions
13771.0,64,4,2634.45,3,3,5,11,2,Loyal Customers
13772.0,34,3,1093.44,3,2,4,9,2,Loyal Customers
13774.0,82,1,345.0,2,1,2,5,0,At Risk
13777.0,1,33,25977.16,5,4,5,14,1,Champions
13778.0,103,1,178.7,2,1,1,4,0,At Risk
13780.0,7,2,360.01,5,1,2,8,3,Potential Loyalists
13781.0,251,1,127.84,1,1,1,3,0,At Risk
13782.0,13,6,908.86,5,3,4,12,2,Loyal Customers
13784.0,10,11,2462.79,5,4,5,14,1,Champions
13786.0,367,1,230.39999999999998,1,1,1,3,0,At Risk
13787.0,76,2,251.37,2,1,2,5,0,At Risk
13790.0,4,1,348.8,5,1,2,8,3,Potential Loyalists
13791.0,128,2,1516.0,2,1,4,7,2,Loyal Customers
13792.0,66,2,195.55,3,1,1,5,0,At Risk
13798.0,1,57,36536.090000000004,5,4,5,14,1,Champions
13799.0,117,2,688.86,2,1,3,6,0,At Risk
13800.0,310,1,558.32,1,1,3,5,0,At Risk
13801.0,67,1,324.8,3,1,2,6,0,At Risk
13802.0,139,3,4599.42,2,2,5,9,2,Loyal Customers
13803.0,255,1,277.07,1,1,2,4,0,At Risk
13804.0,31,7,2588.39,4,4,5,13,2,Loyal Customers
13805.0,52,2,924.6,3,1,4,8,2,Loyal Customers
13806.0,64,1,256.38,3,1,2,6,0,At Risk
13807.0,367,1,112.6,1,1,1,3,0,At Risk
13808.0,6,5,1747.66,5,3,4,12,1,Champions
13819.0,302,3,1140.35,1,2,4,7,2,Loyal Customers
13821.0,145,2,385.64,2,1,2,5,0,At Risk
13822.0,6,2,628.7,5,1,3,9,3,Potential Loyalists
13823.0,19,2,957.66,4,1,4,9,3,Potential Loyalists
13824.0,33,5,1698.94,4,3,4,11,2,Loyal Customers
13826.0,176,1,189.5,2,1,1,4,0,At Risk
13827.0,58,3,409.8,3,2,2,7,2,Loyal Customers
13828.0,22,1,209.49,4,1,1,6,3,Potential Loyalists
13831.0,16,6,2198.45,4,3,5,12,1,Champions
13832.0,19,1,52.199999999999996,4,1,1,6,3,Potential Loyalists
13833.0,159,1,383.85,2,1,2,5,0,At Risk
13835.0,25,4,834.57,4,3,3,10,2,Loyal Customers
13837.0,212,2,266.59000000000003,1,1,2,4,0,At Risk
13838.0,6,4,651.08,5,3,3,11,3,Potential Loyalists
13841.0,253,1,85.0,1,1,1,3,0,At Risk
13842.0,59,9,3385.62,3,4,5,12,2,Loyal Customers
13844.0,11,1,361.62,5,1,2,8,3,Potential Loyalists
13845.0,65,1,312.98,3,1,2,6,0,At Risk
13846.0,25,3,865.0600000000001,4,2,3,9,2,Loyal Customers
13848.0,92,3,1255.0,2,2,4,8,2,Loyal Customers
13849.0,52,2,1537.95,3,1,4,8,2,Loyal Customers
13850.0,129,1,1595.48,2,1,4,7,2,Loyal Customers
13851.0,96,3,2651.46,2,2,5,9,2,Loyal Customers
13853.0,57,1,1090.14,3,1,4,8,2,Loyal Customers
13854.0,9,25,8109.5199999999995,5,4,5,14,1,Champions
13856.0,169,3,388.5,2,2,2,6,0,At Risk
13858.0,57,1,216.17,3,1,1,5,0,At Risk
13859.0,326,1,188.56,1,1,1,3,0,At Risk
13860.0,1,5,1245.9,5,3,4,12,1,Champions
13862.0,18,8,2209.36,4,4,5,13,1,Champions
13863.0,248,1,305.78,1,1,2,4,0,At Risk
13865.0,58,4,501.56,3,3,3,9,2,Loyal Customers
13866.0,74,1,145.67000000000002,2,1,1,4,0,At Risk
13867.0,31,3,973.29,4,2,4,10,2,Loyal Customers
13868.0,7,2,3192.54,5,1,5,11,3,Potential Loyalists
13869.0,123,4,3065.38,2,3,5,10,2,Loyal Customers
13870.0,2,8,2770.94,5,4,5,14,1,Champions
13871.0,23,13,6403.25,4,4,5,13,1,Champions
13873.0,120,3,389.6,2,2,2,6,0,At Risk
13874.0,358,1,540.45,1,1,3,5,0,At Risk
13875.0,54,5,1786.79,3,3,4,10,2,Loyal Customers
13876.0,64,1,122.7,3,1,1,5,0,At Risk
13877.0,86,1,117.24,2,1,1,4,0,At Risk
13878.0,55,1,1271.57,3,1,4,8,2,Loyal Customers
13880.0,21,13,3219.77,4,4,5,13,1,Champions
13881.0,3,20,17159.52,5,4,5,14,1,Champions
13882.0,3,5,1191.13,5,3,4,12,1,Champions
13883.0,11,5,2674.48,5,3,5,13,1,Champions
13884.0,7,5,786.15,5,3,3,11,3,Potential Loyalists
13885.0,189,2,506.8,1,1,3,5,0,At Risk
13886.0,71,1,243.56,3,1,2,6,0,At Risk
13887.0,204,1,349.55,1,1,2,4,0,At Risk
13888.0,120,2,595.67,2,1,3,6,0,At Risk
13889.0,93,1,416.90000000000003,2,1,2,5,0,At Risk
13890.0,1,10,1883.8100000000002,5,4,4,13,1,Champions
13892.0,27,4,632.97,4,3,3,10,2,Loyal Customers
13893.0,298,1,821.1,1,1,3,5,0,At Risk
13894.0,24,3,488.3,4,2,3,9,3,Potential Loyalists
13895.0,28,4,2593.07,4,3,5,12,2,Loyal Customers
13897.0,50,1,311.16,3,1,2,6,0,At Risk
13898.0,326,1,155.93,1,1,1,3,0,At Risk
13899.0,16,2,388.52,4,1,2,7,3,Potential Loyalists
13900.0,183,3,740.95,1,2,3,6,2,Loyal Customers
13901.0,72,5,2867.2,2,3,5,10,2,Loyal Customers
13904.0,37,2,332.64,3,1,2,6,3,Potential Loyalists
13908.0,80,4,2369.55,2,3,5,10,2,Loyal Customers
13911.0,57,9,2580.91,3,4,5,12,2,Loyal Customers
13914.0,12,2,626.45,5,1,3,9,3,Potential Loyalists
13917.0,50,2,272.04,3,1,2,6,3,Potential Loyalists
13918.0,50,2,1212.8400000000001,3,1,4,8,2,Loyal Customers
13922.0,352,1,172.25,1,1,1,3,0,At Risk
13923.0,54,1,351.13,3,1,2,6,0,At Risk
13924.0,2,6,1838.8500000000001,5,3,4,12,1,Champions
13925.0,93,4,678.25,2,3,3,8,2,Loyal Customers
13926.0,23,1,223.85000000000002,4,1,1,6,3,Potential Loyalists
13927.0,75,1,348.99,2,1,2,5,0,At Risk
13928.0,11,4,464.57,5,3,3,11,3,Potential Loyalists
13929.0,169,2,842.65,2,1,3,6,0,At Risk
13930.0,58,2,337.34,3,1,2,6,0,At Risk
13931.0,96,2,1237.53,2,1,4,7,2,Loyal Customers
13932.0,295,1,307.4,1,1,2,4,0,At Risk
13933.0,109,2,608.7900000000001,2,1,3,6,0,At Risk
13934.0,264,1,922.1,1,1,4,6,0,At Risk
13936.0,180,1,376.58,1,1,2,4,0,At Risk
13937.0,169,1,158.85,2,1,1,4,0,At Risk
13938.0,35,1,71.66,3,1,1,5,0,At Risk
13939.0,23,3,568.55,4,2,3,9,3,Potential Loyalists
13940.0,17,4,839.14,4,3,3,10,2,Loyal Customers
13941.0,22,5,5112.96,4,3,5,12,1,Champions
13946.0,79,3,561.5699999999999,2,2,3,7,2,Loyal Customers
13947.0,65,1,90.6,3,1,1,5,0,At Risk
13948.0,361,1,102.0,1,1,1,3,0,At Risk
13949.0,3,6,2427.32,5,3,5,13,1,Champions
13950.0,11,4,745.06,5,3,3,11,3,Potential Loyalists
13951.0,176,3,674.45,2,2,3,7,2,Loyal Customers
13952.0,218,2,3251.071,1,1,5,7,2,Loyal Customers
13953.0,7,7,3515.68,5,4,5,14,1,Champions
13954.0,1,2,439.92,5,1,2,8,3,Potential Loyalists
13955.0,154,2,322.96,2,1,2,5,0,At Risk
13956.0,5,5,973.47,5,3,4,12,3,Potential Loyalists
13959.0,79,3,583.44,2,2,3,7,2,Loyal Customers
13960.0,21,2,230.22,4,1,1,6,3,Potential Loyalists
13962.0,22,2,169.55,4,1,1,6,3,Potential Loyalists
13963.0,308,4,664.54,1,3,3,7,2,Loyal Customers
13967.0,146,1,80.7,2,1,1,4,0,At Risk
13969.0,7,18,8976.37,5,4,5,14,1,Champions
13971.0,19,8,2758.26,4,4,5,13,1,Champions
13972.0,71,2,190.25,3,1,1,5,0,At Risk
13973.0,287,1,264.7,1,1,2,4,0,At Risk
13974.0,49,1,413.59000000000003,3,1,2,6,0,At Risk
13975.0,31,6,2394.16,4,3,5,12,2,Loyal Customers
13976.0,207,1,357.98,1,1,2,4,0,At Risk
13978.0,15,2,196.79000000000002,4,1,1,6,3,Potential Loyalists
13979.0,73,1,869.87,2,1,3,6,0,At Risk
13980.0,60,1,200.14,3,1,1,5,0,At Risk
13982.0,39,4,1864.26,3,3,4,10,2,Loyal Customers
13983.0,30,12,2589.53,4,4,5,13,1,Champions
13984.0,27,5,920.51,4,3,4,11,2,Loyal Customers
13985.0,4,15,7060.13,5,4,5,14,1,Champions
13986.0,17,1,293.58,4,1,2,7,3,Potential Loyalists
13988.0,20,6,4147.96,4,3,5,12,1,Champions
13989.0,66,2,1266.08,3,1,4,8,2,Loyal Customers
13990.0,213,1,311.3,1,1,2,4,0,At Risk
13991.0,12,6,846.09,5,3,3,11,2,Loyal Customers
13992.0,30,1,76.8,4,1,1,6,3,Potential Loyalists
13993.0,43,9,3466.36,3,4,5,12,1,Champions
13994.0,4,6,2249.4900000000002,5,3,5,13,1,Champions
13995.0,15,5,1393.69,4,3,4,11,2,Loyal Customers
13999.0,10,12,3901.81,5,4,5,14,1,Champions
14000.0,211,1,635.66,1,1,3,5,0,At Risk
14001.0,46,3,2043.0800000000002,3,2,5,10,2,Loyal Customers
14002.0,134,2,529.73,2,1,3,6,0,At Risk
14004.0,43,7,4582.64,3,4,5,12,2,Loyal Customers
14005.0,10,5,2874.72,5,3,5,13,1,Champions
14006.0,116,3,962.19,2,2,4,8,2,Loyal Customers
14009.0,198,2,695.61,1,1,3,5,0,At Risk
14012.0,278,1,328.8,1,1,2,4,0,At Risk
14013.0,110,3,473.02,2,2,3,7,0,At Risk
14014.0,77,1,505.18,2,1,3,6,0,At Risk
14015.0,53,1,917.34,3,1,4,8,3,Potential Loyalists
14019.0,47,3,1421.61,3,2,4,9,2,Loyal Customers
14020.0,17,2,642.8,4,1,3,8,3,Potential Loyalists
14021.0,155,3,631.9,2,2,3,7,2,Loyal Customers
14022.0,225,1,440.0,1,1,2,4,0,At Risk
14023.0,7,2,584.07,5,1,3,9,3,Potential Loyalists
14024.0,122,2,327.7,2,1,2,5,0,At Risk
14027.0,61,1,104.82,3,1,1,5,0,At Risk
14029.0,63,2,467.66,3,1,3,7,0,At Risk
14030.0,18,8,2352.89,4,4,5,13,1,Champions
14031.0,7,19,17286.86,5,4,5,14,1,Champions
14032.0,2,11,2975.59,5,4,5,14,1,Champions
14034.0,22,3,646.81,4,2,3,9,3,Potential Loyalists
14035.0,29,5,1419.32,4,3,4,11,2,Loyal Customers
14036.0,285,1,626.65,1,1,3,5,0,At Risk
14037.0,176,2,147.20000000000002,2,1,1,4,0,At Risk
14038.0,78,3,1560.38,2,2,4,8,2,Loyal Customers
14039.0,33,1,152.2,4,1,1,6,3,Potential Loyalists
14040.0,41,12,3492.07,3,4,5,12,1,Champions
14041.0,266,1,141.41,1,1,1,3,0,At Risk
14044.0,27,4,646.42,4,3,3,10,2,Loyal Customers
14045.0,109,4,1659.75,2,3,4,9,2,Loyal Customers
14046.0,284,1,154.99,1,1,1,3,0,At Risk
14047.0,9,5,1308.6100000000001,5,3,4,12,2,Loyal Customers
14048.0,305,1,404.88,1,1,2,4,0,At Risk
14049.0,17,4,5558.0199999999995,4,3,5,12,2,Loyal Customers
14050.0,32,2,746.36,4,1,3,8,3,Potential Loyalists
14051.0,1,23,15574.99,5,4,5,14,1,Champions
14052.0,20,1,225.36,4,1,1,6,3,Potential Loyalists
14053.0,124,2,247.75,2,1,2,5,0,At Risk
14054.0,65,1,92.46,3,1,1,5,0,At Risk
14055.0,106,1,725.6400000000001,2,1,3,6,0,At Risk
14056.0,1,23,8043.75,5,4,5,14,1,Champions
14057.0,24,17,6211.66,4,4,5,13,1,Champions
14059.0,267,1,183.6,1,1,1,3,0,At Risk
14060.0,5,19,6140.42,5,4,5,14,1,Champions
14062.0,10,12,10464.85,5,4,5,14,1,Champions
14064.0,29,5,1304.01,4,3,4,11,2,Loyal Customers
14066.0,267,1,152.55,1,1,1,3,0,At Risk
14067.0,64,2,374.7,3,1,2,6,0,At Risk
14068.0,320,1,250.45000000000002,1,1,2,4,0,At Risk
14071.0,4,8,1433.25,5,4,4,13,1,Champions
14073.0,32,1,151.04,4,1,1,6,3,Potential Loyalists
14075.0,5,3,942.26,5,2,4,11,3,Potential Loyalists
14076.0,129,1,114.92,2,1,1,4,0,At Risk
14077.0,41,5,499.41999999999996,3,3,3,9,2,Loyal Customers
14078.0,102,6,1049.37,2,3,4,9,2,Loyal Customers
14079.0,125,1,375.1,2,1,2,5,0,At Risk
14080.0,33,1,45.599999999999994,4,1,1,6,0,At Risk
14081.0,302,2,897.27,1,1,4,6,0,At Risk
14082.0,365,1,176.4,1,1,1,3,0,At Risk
14083.0,4,9,1002.9,5,4,4,13,1,Champions
14085.0,2,18,4397.03,5,4,5,14,1,Champions
14087.0,3,1,173.8,5,1,1,7,3,Potential Loyalists
14088.0,10,13,50491.81,5,4,5,14,1,Champions
14089.0,57,1,158.75,3,1,1,5,0,At Risk
14090.0,325,1,76.32000000000001,1,1,1,3,0,At Risk
14092.0,8,14,4076.91,5,4,5,14,1,Champions
14093.0,12,1,424.45,5,1,2,8,3,Potential Loyalists
14096.0,4,17,64990.31,5,4,5,14,1,Champions
14098.0,37,1,147.35,3,1,1,5,0,At Risk
14099.0,16,11,3104.17,4,4,5,13,1,Champions
14100.0,138,1,190.05,2,1,1,4,0,At Risk
14101.0,74,6,5976.79,2,3,5,10,2,Loyal Customers
14102.0,5,5,1058.48,5,3,4,12,1,Champions
14104.0,154,2,216.20999999999998,2,1,1,4,0,At Risk
14105.0,239,1,1266.23,1,1,4,6,0,At Risk
14107.0,52,7,2703.23,3,4,5,12,2,Loyal Customers
14108.0,31,2,597.91,4,1,3,8,3,Potential Loyalists
14109.0,73,1,144.2,2,1,1,4,0,At Risk
14110.0,4,12,5683.15,5,4,5,14,1,Champions
14111.0,14,4,692.85,4,3,3,10,3,Potential Loyalists
14112.0,23,7,2915.15,4,4,5,13,1,Champions
14113.0,4,4,1840.42,5,3,4,12,1,Champions
14114.0,274,2,386.53,1,1,2,4,0,At Risk
14116.0,20,5,1382.74,4,3,4,11,2,Loyal Customers
14117.0,144,1,90.0,2,1,1,4,0,At Risk
14121.0,4,4,2780.15,5,3,5,13,1,Champions
